"Fecha","Indice de Precios al Consumidor Transversales"
Feb92,1.26288586964552
Mar92,4.88171363454919
Abr92,3.31598289454504
May92,3.9929798930527
Jun92,2.40915005586039
Jul92,2.15012082187189
Ago92,2.99100121251281
Sep92,3.40015330012052
Oct92,6.44626112391758
Nov92,5.23399481367472
Dic92,4.53729837068436
Ene93,4.19639374154805
Feb93,2.15749621902608
Mar93,4.15801774225329
Abr93,3.67825961120549
May93,3.90215977163223
Jun93,2.08837201715631
Jul93,1.9832589487098
Ago93,1.43720002810118
Sep93,1.43208118999139
Oct93,1.91112056295702
Nov93,1.69067168116473
Dic93,2.00078770475445
Ene94,0.433773182182655
Feb94,0.348211551457375
Mar94,1.15640898061758
Abr94,0.869830756412514
May94,1.20195124282006
Jun94,0.706666970880164
Jul94,0.749461028717573
Ago94,1.25240088293972
Sep94,1.05050337956869
Oct94,1.45639639751356
Nov94,0.689562330646014
Dic94,1.17488851974948
Ene95,0.630174185388886
Feb95,0.658183873822088
Mar95,1.19691324401677
Abr95,1.17601221678382
May95,0.638732153899102
Jun95,0.891615577130854
Jul95,0.927912832180093
Ago95,0.769942951944594
Sep95,0.476995234666003
Oct95,0.620603283455058
Nov95,0.618433068480377
Dic95,0.695852895511995
Ene96,1.02234565767161
Feb96,0.958495870202227
Mar96,1.00680703719193
Abr96,1.13973784626207
May96,0.988107492352654
Jun96,0.507685283044839
Jul96,0.273246234376923
Ago96,0.351103733813747
Sep96,0.274519230149862
Oct96,0.377388579720895
Nov96,0.932138967105607
Dic96,0.730180381627546
Ene97,0.216508651239554
Feb97,0.591658832410173
Mar97,0.548084967469001
Abr97,0.602476435779709
May97,0.552191673943015
Jun97,0.448741439431655
Jul97,0.345781572210138
Ago97,0.455063520209352
Sep97,0.28142828329398
Oct97,0.32153544319526
Nov97,0.50119848412037
Dic97,0.747171049505847
Ene98,1.09747764408533
Feb98,1.08980208017741
Mar98,0.98743426910095
Abr98,0.471315785689526
May98,0.161177738231691
Jun98,0.215126679842599
Jul98,0.713942180284682
Ago98,0.395844882706272
Sep98,0.535600501202515
Oct98,0.633048289483627
Nov98,0.335842584164171
Dic98,0.461821067836644
Ene99,0.381735798684148
Feb99,0.240014252007897
Mar99,0.279887963003316
Abr99,0.805774896968737
May99,0.442484739714724
Jun99,-0.0645102618745137
Jul99,-0.28203664593461
Ago99,0.892042802816995
Sep99,0.292232413263994
Oct99,0.454256024045762
Nov99,0.370345532115205
Dic99,0.0121434727042317
Ene00,0.139737346744603
Feb00,0.185182599906015
Mar00,0.053491280519804
Abr00,0.577141853537156
May00,0.714993088377366
Jun00,0.317949488661162
Jul00,0.433583395230207
Ago00,0.178783635500063
Sep00,0.373832576507988
Oct00,0.47470738276307
Nov00,0.79770973467328
Dic00,0.336759915947576
Ene01,0.228615647591214
Feb01,-0.122415741659687
Mar01,-0.338600574634738
Abr01,0.333616051743341
May01,0.420446441001319
Jun01,-0.00780477954971145
Jul01,-0.459485126310544
Ago01,-0.385805345100254
Sep01,-0.0710961921924159
Oct01,-0.157881789045713
Nov01,0.0182882262898741
Dic01,-0.443965952482326
Ene02,-0.258196502631422
Feb02,-0.236068276795188
Mar02,-0.0607251811170894
Abr02,0.878299096882809
May02,0.114146397505538
Jun02,0.106274139465068
Jul02,0.122142928237422
Ago02,0.172682367877649
Sep02,0.696465799975155
Oct02,0.393811057350427
Nov02,-0.0744045402694055
Dic02,0.0121256605872181
Ene03,0.179002445788284
Feb03,0.135374247352645
Mar03,0.400108143493807
Abr03,0.112645726766317
May03,-0.34602153739104
Jun03,0.00445431079553428
Jul03,-0.28089812438027
Ago03,0.0941467211525945
Sep03,0.205932937470494
Oct03,-0.0350554234083926
Nov03,0.243528573873938
Dic03,0.594506710716127
Ene04,0.265542769109856
Feb04,0.987935287036086
Mar04,0.802253050706464
Abr04,0.344097049545235
May04,0.499624046453175
Jun04,0.485339635011669
Jul04,0.316056649736484
Ago04,0.274754583555465
Sep04,-0.0323085048375379
Oct04,0.294537124494701
Nov04,0.474981764740583
Dic04,0.0443469180932342
Ene05,-0.215944125600547
Feb05,-0.121402423475835
Mar05,0.257113212966732
Abr05,0.208264450502192
May05,0.294318818678001
Jun05,0.125826416495622
Jul05,-0.361804506103306
Ago05,0.205891995238414
Sep05,0.273881959511821
Oct05,0.162928416728897
Nov05,0.20119834869998
Dic05,0.057970289267305
Ene06,0.00800495256286898
Feb06,0.190367849221985
Mar06,0.42353308805095
Abr06,1.14920745859173
May06,-0.00882555437962262
Jun06,0.135705964427406
Jul06,-0.211644985821144
Ago06,-0.0356963137686193
Sep06,-0.0958245826144967
Oct06,-0.567608151675223
Nov06,-0.0991071226686636
Dic06,-0.115936719470735
Ene07,0.0429085370564315
Feb07,0.131960168823181
Mar07,0.112932359439643
Abr07,0.440416051863912
May07,0.638124412409083
Jun07,0.347258053129482
Jul07,0.265904892292357
Ago07,0.388368286349714
Sep07,0.237120597911798
Oct07,0.53198487750111
Nov07,0.690851180782328
Dic07,0.409374238937351
Ene08,0.507096574594256
Feb08,0.427342303234974
Mar08,0.387303328959609
Abr08,0.390939462066336
May08,0.947987553248843
Jun08,0.634218921860775
Jul08,0.314179761911752
Ago08,0.382429085992791
Sep08,0.171724716933082
Oct08,0.521591378187862
Nov08,0.0358567340752122
Dic08,-0.238629293041054
Ene09,-0.707808146078381
Feb09,-0.712465025237344
Mar09,-0.156895221240947
Abr09,0.2246864013125
May09,0.210085518600718
Jun09,0.0732054676898654
Jul09,0.0646692571695564
Ago09,0.0598964935155914
Sep09,0.239634592793263
Oct09,0.111009008677976
Nov09,0.163806217049123
Dic09,-0.0639598410497932
Ene10,0.423034952869215
Feb10,0.356826144187738
Mar10,0.397741211124821
Abr10,0.409415572917103
May10,0.361666367432478
Jun10,0.0349620919155603
Jul10,-0.068817117781893
Ago10,0.166092116351299
Sep10,-0.00695269305188218
Oct10,0.238206897621422
Nov10,0.21775256663771
Dic10,0.290147094666632
Ene11,0.562894910119989
Feb11,0.0470740722898545
Mar11,0.341257042348673
Abr11,0.702561130748988
May11,0.443959021341621
Jun11,0.452950754692981
Jul11,0.252675292249999
Ago11,0.189075533914963
Sep11,0.412185582012244
Oct11,0.299006035691918
Nov11,0.374635454370122
Dic11,0.0786716588040623
Ene12,-0.0440524516024986
Feb12,0.160740468470507
Mar12,0.200201642564556
Abr12,0.537782941122792
May12,0.350415615487927
Jun12,0.0501007025803527
Jul12,-0.102736700119416
Ago12,0.313566215452391
Sep12,0.259593697224863
Oct12,0.0274527823574246
Nov12,-0.0377730120497364
Dic12,-0.083884155797021
Ene13,0.00905330953164426
Feb13,0.139157711397169
Mar13,0.33435788191053
Abr13,0.167217879681515
May13,0.240010932307536
Jun13,0.338022159536119
Jul13,0.354545035150386
Ago13,0.473152189590005
Sep13,0.165165819623632
Oct13,-0.00750274681301901
Nov13,0.0352714829964458
Dic13,0.255003554409731
Ene14,0.346859504994733
Feb14,0.269190647512941
Mar14,0.396195152947929
Abr14,0.365782681804214
May14,0.259001713771671
Jun14,0.0544464828561015
Jul14,0.241903159900681
Ago14,0.0125770081948892
Sep14,0.113843990057039
Oct14,0.220538238716064
Nov14,0.0299575943993439
Dic14,-0.169354917658052
Ene15,-0.511607945567083
Feb15,0.0757723610474502
Mar15,0.560220116072219
Abr15,0.409964493120317
May15,0.716883464002385
Jun15,0.793859751425308
Jul15,0.232640358876237
Ago15,0.236460207523511
Sep15,0.0317431465163331
Oct15,0.0668710647589907
Nov15,0.132195559274051
Dic15,0.12789295916737
Ene16,0.0206156066210986
