"Fecha","Produccion Minera e Hidrocarburos Total"
Ene95,2.86071327496273
Feb95,3.21738155488515
Mar95,4.94060357809836
Abr95,2.81057755847775
May95,-1.44457205109481
Jun95,0.549259361549803
Jul95,-0.837336678815499
Ago95,4.68934987152796
Sep95,4.48697248163952
Oct95,4.52862764842087
Nov95,7.04462928361993
Dic95,2.55304129419131
Ene96,2.5337472428862
Feb96,4.00157750427311
Mar96,5.96026602316018
Abr96,4.78188716235856
May96,4.80187156175185
Jun96,7.16733148915445
Jul96,8.25950933296683
Ago96,5.51971132026831
Sep96,3.72598966627826
Oct96,10.1559011607942
Nov96,3.61123459206854
Dic96,6.86432377413739
Ene97,6.00070245954675
Feb97,11.2145768241525
Mar97,8.87587146672877
Abr97,11.9636468484203
May97,10.4215487780902
Jun97,6.41802532191242
Jul97,4.72658800998338
Ago97,7.79767022462653
Sep97,9.8820632098306
Oct97,5.06544892266956
Nov97,9.53805419614848
Dic97,5.44960390783739
Ene98,6.00483291779704
Feb98,4.2372529898284
Mar98,1.52671292115693
Abr98,0.769793816126666
May98,-2.83733557373467
Jun98,0.517936499340006
Jul98,5.764174572744
Ago98,5.48658022945678
Sep98,3.85619650970846
Oct98,5.23195475607559
Nov98,4.08542945046191
Dic98,8.66876552116435
Ene99,12.5144696491163
Feb99,7.67635394447984
Mar99,10.0978320793305
Abr99,9.77949261936893
May99,12.8025761857861
Jun99,16.5204977692438
Jul99,7.48846356674285
Ago99,8.34953358274013
Sep99,6.97247234696517
Oct99,7.83344257983006
Nov99,9.48683326921385
Dic99,5.7428109265634
Ene00,2.933572626133
Feb00,3.88162368490237
Mar00,-3.13941014332673
Abr00,1.89712088332908
May00,1.92160806466792
Jun00,-3.29119260191657
Jul00,-0.49395280579373
Ago00,0.161871350883739
Sep00,3.95936152777
Oct00,2.50782325607432
Nov00,0.728028899608667
Dic00,-0.0659903719941268
Ene01,-2.65009989628212
Feb01,-6.88654325695324
Mar01,0.832171772041359
Abr01,-1.56998694597899
May01,2.56363692114247
Jun01,0.266226173533591
Jul01,18.0365056610309
Ago01,17.909148952678
Sep01,19.0182319560824
Oct01,21.2388747556662
Nov01,17.5696662027258
Dic01,30.4969719235792
Ene02,26.7199372066887
Feb02,20.3985864910488
Mar02,25.037538783723
Abr02,19.7728135711527
May02,15.1979011753101
Jun02,22.1145171976335
Jul02,-0.94940701114917
Ago02,6.23250151431297
Sep02,1.43987536168081
Oct02,1.77034017671837
Nov02,3.07404504034117
Dic02,-6.24895299710056
Ene03,1.14003418688894
Feb03,6.18173564102429
Mar03,-0.131710237998944
Abr03,5.13225079877513
May03,8.39091272853324
Jun03,5.97483116582197
Jul03,9.13677813675807
Ago03,-0.544821824511426
Sep03,5.385143153142
Oct03,3.09051870018965
Nov03,2.83678991777046
Dic03,2.16525824346014
Ene04,4.77682832071756
Feb04,12.1112442903357
Mar04,6.97073430015115
Abr04,8.42462373362284
May04,0.0311117553259245
Jun04,0.490755014365185
Jul04,0.195995448701286
Ago04,7.72790383188974
Sep04,5.74438686706199
Oct04,5.08737978758906
Nov04,8.01423298654382
Dic04,12.9517618197597
Ene05,7.78262384781428
Feb05,5.55489570198029
Mar05,8.37828108813279
Abr05,4.42054323890182
May05,10.1054326864242
Jun05,11.8249390054452
Jul05,17.672872359381
Ago05,9.14856742348067
Sep05,9.39579732621464
Oct05,15.3428031528531
Nov05,12.1336802981868
Dic05,11.4109142847044
Ene06,5.3973097754516
Feb06,1.40427784568641
Mar06,7.85823939639067
Abr06,7.62912083028155
May06,6.60476636137985
Jun06,3.7777747643233
Jul06,2.38610131895697
Ago06,0.977097872512867
Sep06,-0.699144110354008
Oct06,-5.80939577337607
Nov06,-0.66074023719797
Dic06,-3.72549289781217
Ene07,-4.52997427474844
Feb07,-2.95238487462362
Mar07,2.12327280786313
Abr07,-0.833546905136334
May07,3.19472187923881
Jun07,-0.32920972594662
Jul07,5.29999903779397
Ago07,8.12529136438785
Sep07,10.5957850810084
Oct07,10.596034254425
Nov07,3.78962726442678
Dic07,14.0126334692176
Ene08,2.01383523828814
Feb08,18.1830438219499
Mar08,3.38946750869364
Abr08,7.89682026215045
May08,7.39998198794883
Jun08,11.7558403898213
Jul08,6.18577964891378
Ago08,6.61545704179941
Sep08,4.6362452217392
Oct08,3.40085041532287
Nov08,13.2351340495611
Dic08,2.77251316253799
Ene09,16.1850697306796
Feb09,-3.3341652860534
Mar09,3.03862642682264
Abr09,1.86073650517799
May09,1.77728126843665
Jun09,-1.6184672860018
Jul09,-0.955806623384946
Ago09,2.18459871718161
Sep09,-0.578552953812467
Oct09,0.903344154937852
Nov09,-2.45543233903837
Dic09,-4.80920186655632
Ene10,-0.232317144798489
