"0","TUUA <- DF$TUUAI+DF$TUUAN"
"0","modelo = lm(DF$IT ~ TUUA, data=DF)"
"0","modelo"
"1","
Call:
"
"1",""
"1","lm(formula = DF$IT ~ TUUA, data = DF)"
"1",""
"1","

"
"1","Coefficients:
"
"1","(Intercept)  "
"1","       TUUA  "
"1","
"
"1","  155740.38  "
"1","       2.19  "
"1","
"
"1","
"
"0","d <- data.frame(""X""= (DF$TUUAI + DF$TUUAN)/100000, ""Y""=DF$IT/1000000)"
"0","modelo = lm(d$Y ~ d$X, data=d)"
"0","modelo"
"1","
Call:
"
"1",""
"1","lm(formula = d$Y ~ d$X, data = d)"
"1",""
"1","

"
"1","Coefficients:
"
"1","(Intercept)  "
"1","        d$X  "
"1","
"
"1","     0.1557  "
"1","     0.2190  "
"1","
"
"1","
"
"0","rm(d)"
