"0",""
"0","modelo = lm(DF$IT ~ DF$NPN, data=DF)"
"0","modelo"
"1","
Call:
"
"1",""
"1","lm(formula = DF$IT ~ DF$NPN, data = DF)"
"1",""
"1","

"
"1","Coefficients:
"
"1","(Intercept)  "
"1","     DF$NPN  "
"1","
"
"1"," -363490.18  "
"1","      24.52  "
"1","
"
"1","
"
"0","d <- data.frame(""X""=DF$NPN/1000, ""Y""=DF$IT/1000000)"
"0","modelo = lm(d$Y ~ d$X, data=d)"
"0","modelo"
"1","
Call:
"
"1",""
"1","lm(formula = d$Y ~ d$X, data = d)"
"1",""
"1","

"
"1","Coefficients:
"
"1","(Intercept)  "
"1","        d$X  "
"1","
"
"1","   -0.36349  "
"1","    0.02452  "
"1","
"
"1","
"
"0","modelo = lm(DF$IT ~ DF$NPI, data=DF)"
"0","modelo"
"1","
Call:
"
"1",""
"1","lm(formula = DF$IT ~ DF$NPI, data = DF)"
"1",""
"1","

"
"1","Coefficients:
"
"1","(Intercept)  "
"1","     DF$NPI  "
"1","
"
"1","  319864.95  "
"1","      47.72  "
"1","
"
"1","
"
"0","d <- data.frame(""X""=DF$NPI/1000, ""Y""=DF$IT/1000000)"
"0","modelo = lm(d$Y ~ d$X, data=d)"
"0","modelo"
"1","
Call:
"
"1",""
"1","lm(formula = d$Y ~ d$X, data = d)"
"1",""
"1","

"
"1","Coefficients:
"
"1","(Intercept)  "
"1","        d$X  "
"1","
"
"1","    0.31986  "
"1","    0.04772  "
"1","
"
"1","
"
"0","rm(d)"
