Código,Descripción del producto,Valor exportado en 2002,Valor exportado en 2003,Valor exportado en 2004,Valor exportado en 2005,Valor exportado en 2006,Valor exportado en 2007,Valor exportado en 2008,Valor exportado en 2009,Valor exportado en 2010,Valor exportado en 2011,Valor exportado en 2012,Valor exportado en 2013,Valor exportado en 2014,Valor exportado en 2015,Valor exportado en 2016,Valor exportado en 2017,Valor exportado en 2018,Valor exportado en 2019,Valor exportado en 2020,Valor exportado en 2021
TOTAL,Todos los productos,2461566,2634520,2928354,5380816,3198084,6898540,7736697,7208586,8460153,10161041,10124387,10065329,10890691,10753226,10463396,11011392,10863493,11183088,11401650,13594246
090111,Café sin tostar ni descafeinar,261780,299404,328015,464147,463934,577506,646193,582281,713882,1062969,958107,714969,667233,663032,650224,747968,679971,662546,650458,926103
080390,Plátanos frescos o secos (plátanos excl.),0,0,0,0,0,0,0,0,0,0,584386,612522,665244,770441,716658,794874,811104,841768,815803,825619
151110,Aceite de palma en bruto,16773,25226,29225,23878,33058,64281,138545,74536,90263,176011,213303,238479,257000,247219,338499,404191,404107,356799,417209,624457
090831,Cardamomo; sin triturar ni pulverizar,0,0,0,0,0,0,0,0,0,0,248487,217208,240319,242458,227940,365799,432406,645620,983060,511010
720260,Ferroníquel,0,0,0,0,0,0,0,0,0,0,0,0,38529,120701,87127,120611,152635,240787,320842,408932
170199,Azúcar de caña o remolacha y sacarosa químicamente pura; sólidos (exc. los con adición de aromatizante ...,18,1,1,2,2,3,2,4,4,4,1213,998,1457,2328,2331,65788,349640,367942,309080,310133
611020,"""Suéteres """"jerseys""""; """"pullovers""""; cardiganes; chalecos y artículos simil.; de punto; de ...",123,622,1023,46576,370,77566,47442,30165,28310,36537,35387,38285,49445,56933,59374,118401,162372,216090,192715,285304
300490,"""Medicamentos constituidos por productos mezclados o sin mezclar; preparados para usos terapéuticos ...",70277,72574,87738,93599,32340,86510,97092,99434,120698,151571,164903,178197,206466,240063,249826,174968,167114,194823,214987,258653
610510,"""Camisas de punto; de algodón; para hombres o niños (exc. camisones; """"T-shirts"""" y camisetas)""",658,733,751,105726,733,153809,146854,137643,148138,200733,177713,188260,170972,173564,141740,125491,186083,173252,146304,223847
