Código,Descripción del producto,Valor exportado en 2002,Valor exportado en 2003,Valor exportado en 2004,Valor exportado en 2005,Valor exportado en 2006,Valor exportado en 2007,Valor exportado en 2008,Valor exportado en 2009,Valor exportado en 2010,Valor exportado en 2011,Valor exportado en 2012,Valor exportado en 2013,Valor exportado en 2014,Valor exportado en 2015,Valor exportado en 2016,Valor exportado en 2017,Valor exportado en 2018,Valor exportado en 2019,Valor exportado en 2020,Valor exportado en 2021
TOTAL,Todos los productos,1371651,1650675,2254332,2797417,4223298,4812702,6899336,5296740,7051433,9213940,11990832,12371516,12899078,8737108,7126324,8194491,8964856,8924398,7015198,11030013
710812,Oro; incl. el oro platinado; en bruto; para uso no monetario (exc. en polvo),89626,71804,33646,77655,125884,122412,141541,113246,94005,88056,90034,330811,1359204,723880,742366,1060448,1165844,1738981,1229042,2530890
271121,Gas natural; en estado gaseoso,244098,381817,619720,983948,1669103,1988723,3159086,1967277,2797774,3884884,5478523,6113448,6011097,3770379,2049100,2581329,2970127,2719936,1980309,2233272
260800,Minerales de cinc y sus concentrados,111925,123494,151644,199128,548427,692748,739196,688811,892484,946454,739438,762375,987261,868803,987901,1433874,1515586,1336580,817046,1380953
261610,Minerales de plata y sus concentrados,63632,71022,89123,88221,163560,215030,506362,595962,686176,1088054,987894,842650,703724,568315,625276,577229,520832,499773,481466,868066
230400,Tortas y demás residuos sólidos de la extracción del aceite de soja (soya); incluso molidos ...,206330,209255,259967,203981,211446,227517,270432,326417,321554,375266,511571,617826,663607,510141,551429,415967,528351,452859,492257,707194
800110,Estaño en bruto; sin alear,48501,57947,114610,101042,116505,176266,228734,203632,289659,385346,291455,333790,345319,251328,293695,332057,317277,284459,173872,506318
150710,"""Aceite de soja """"soya"""" en bruto; incl. desgomado""",60901,95747,102698,96136,100526,107058,121729,131386,168584,240927,270804,270373,275613,248087,257324,214297,213045,210205,200175,486211
711319,"""Artículos de joyería y sus partes; de metales preciosos distintos de la plata; incl. revestidos ...",57387,53192,61811,63866,73170,69704,60029,57001,43357,43599,58861,114329,87002,122735,146250,125945,107646,136778,130535,204521
260700,Minerales de plomo y sus concentrados,4405,4287,9179,10389,14111,60586,169027,138112,156810,240969,157789,168298,160466,133672,161101,253639,243204,171118,109663,195619
080122,Nueces del Brasil; frescas o secas; sin cáscara,27287,36650,50304,73899,70068,76471,87438,72445,94543,147461,143806,128420,172780,190839,180217,170373,218431,154678,125501,155383
710691,Plata; incl. la plata dorada y la platinada; en bruto; (exc. en polvo),4840,4072,2101,4063,8571,10226,16939,13640,113404,291764,210307,165025,129548,99392,108541,83619,80490,94553,119149,149097
151211,Aceites de girasol o cártamo; en bruto,12551,7806,10661,10917,29431,49732,105182,75800,88039,51199,63883,61916,42483,27909,21421,23759,27288,28576,59201,94067
020230,Carne deshuesada; de bovinos; congelada,285,229,567,1433,1647,2622,452,0,0,0,743,4809,4934,4591,1286,977,1934,12285,59798,86982
150790,"""Aceite de soja """"soya"""" y sus fracciones; incl. refinados; sin modificar químicamente""",28514,17184,22437,17059,18255,31432,50661,24277,20702,21745,21783,17514,17419,10291,26901,41301,39588,33381,57500,84800
252800,Boratos naturales y sus concentrados (incluso calcinados); excepto los boratos extraídos de ...,0,0,0,0,0,0,0,0,0,0,29379,40347,37261,36638,36118,40703,41868,43701,51302,72134
271119,Hidrocarburos gaseosos; licuados; n.c.o.p. (exc. gas natural; propano; butanos; etileno; propileno; ...,2410,1174,2124,882,0,0,0,0,0,0,284,4280,27280,14384,41474,54411,51767,38803,28073,72057
100850,"""Quinua """"Chenopodium quinoa""""""",0,0,0,0,0,0,0,0,0,0,78912,153259,196637,107706,81437,74469,80630,90656,92414,61709
260900,Minerales de estaño y sus concentrados,9294,15339,30742,23854,27918,37871,55295,31529,60625,68465,56779,36358,20175,16417,7635,2028,1384,833,30101,58887
220710,Alcohol etílico sin desnaturalizar con grado alcohólico volumétrico >= 80% vol,4478,8629,12670,11897,20211,28169,32210,39899,51650,43595,47425,84356,65633,57875,48092,38682,60451,61659,66994,57677
170199,Azúcar de caña o remolacha y sacarosa químicamente pura; sólidos (exc. los con adición de aromatizante ...,11926,20350,24530,12615,10676,27701,44808,57709,39635,6,20534,72873,9141,4,14513,320,24335,34339,36739,55379
120190,Habas de soja; incluso quebrantadas (exc. ??las de siembra para siembra),0,0,0,0,0,0,0,0,0,0,157761,268245,89784,3305,32033,5564,3328,4621,7802,44357
120810,"""Harina de habas de soja """"soya""""""",16316,14578,15376,18081,19729,22352,25737,31801,34207,25727,27105,37085,36135,23641,22963,20942,19305,14520,25596,42319
080390,Plátanos frescos o secos (plátanos excl.),0,0,0,0,0,0,0,0,0,0,23523,30233,35685,38457,36447,39013,33103,29843,36091,37817
440799,"""Madera aserrada o desbastada longitudinalmente; cortada o desenrollada; incl. cepillada; lijada ...",2757,4494,9118,14315,19758,22438,20098,16858,21802,15375,11808,13901,12260,8032,7981,10013,10176,10380,25826,33917
040221,"""Leche y nata """"crema""""; en polvo; gránulos o demás formas sólidas; con un contenido de materias ...",5545,7714,6396,4134,5221,5932,2237,5412,12274,3897,12391,29125,31786,22261,23280,15769,13163,16278,20578,32150
261100,Minerales de volfralmio (tungsteno) y sus concentrados,1578,2148,2554,7608,16388,21983,22796,17829,21336,19899,22020,30173,28449,22259,14393,16727,27828,17000,20589,31271
310210,Urea; incl. en disolución acuosa (exc. en tabletas o formas simil. o en envases de un peso ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67133,75217,4769,30574
120799,Semillas y frutos oleaginosos; incluso quebrantados (exc. ??frutos de cáscara comestibles; ...,16,54,79,208,681,2071,3369,1708,3023,4200,5552,51381,39613,44938,26752,27235,28160,19012,22141,27154
230630,"""Tortas y demás residuos sólidos de la extracción de materias grasas o aceites vegetales; de ...",5116,2898,5418,5817,8816,15708,22979,27392,21316,15328,23302,33106,28992,9990,11819,12818,13775,14748,21914,25490
120740,"""Semilla de sésamo """"ajonjolí""""; incl. quebrantada""",1990,2688,10282,16579,13736,11595,11360,16984,11863,15247,8679,13523,13018,8675,8586,7073,8951,10414,19255,23820
720449,"""Desperdicios y desechos """"chatarra""""; de hierro o acero (exc. escorias; batiduras y otros ...",427,436,1273,1485,1257,2961,3324,1218,6352,10207,9709,10376,11077,7530,3276,6861,12100,15795,11393,22646
440929,Madera; incl; frisos para parqués; sin ensamblar; perfilados longitudinalmente con lengüetas; ...,0,0,0,0,0,7429,12578,14967,18741,23342,23438,17610,21191,19461,15681,15339,17216,17379,12195,21941
270900,Aceites crudos de petróleo o de mineral bituminoso,62110,95517,171494,309828,344759,267951,310090,77525,186644,227562,392429,511484,584129,200769,84600,51704,72119,21483,10517,20284
282580,Óxidos de antimonio,1290,3311,5073,8359,11901,14164,15851,10045,27897,44914,50492,40351,29968,21752,13236,17891,18266,11958,10458,19242
271019,Aceites medios y preparaciones; de petróleo o de mineral bituminoso; que no contienen biodiesel; ...,11930,14401,11760,19837,22188,27661,31769,26312,28984,34629,38050,52256,51056,46605,44967,44575,45753,43189,9622,17353
151219,Aceites de girasol o cártamo y sus fracciones; incl. refinados; sin modificar químicamente ...,4726,2795,2636,4180,3886,5856,8867,5834,8616,12262,15758,16318,13362,11488,7886,7156,9241,11656,12105,15615
120242,Cacahuetes sin cáscara; incluso quebrantados (exc. ??de semillas para la siembra; o maníes ...,0,0,0,0,0,0,0,0,0,0,6860,6135,8133,9354,9148,10759,10537,10792,10210,15360
260300,Minerales de cobre y sus concentrados,204,286,354,131,1271,4678,5527,3665,9076,11317,39349,49054,60014,46641,29389,31576,16109,8162,7144,14905
